"","marital_status","application_mode","course","attendance_mode","previous_qualification","nationality","mother_qualification","father_qualification","mother_occupation","father_occupation","displaced","educational_special_needs","debtor","gender","scholarship_holder","age_at_enrollment","international","outcome","dropout"
"2850",1,1,11,1,1,1,23,27,10,8,0,0,0,1,1,19,0,"Graduate",0
"2851",1,1,12,1,1,1,22,27,10,8,0,0,0,1,1,18,0,"Graduate",0
"2852",1,8,2,1,1,1,22,27,10,10,0,0,0,1,0,22,0,"Graduate",0
"2853",1,15,4,1,14,1,22,27,10,11,0,0,0,1,0,25,0,"Dropout",1
"2854",2,12,12,1,1,1,22,27,10,10,0,0,0,1,0,37,0,"Dropout",1
"2855",1,12,12,1,1,1,22,27,8,8,0,0,0,1,0,38,0,"Dropout",1
"2856",2,12,14,1,1,1,13,28,10,10,0,0,0,1,0,36,0,"Dropout",1
"2857",1,1,12,1,1,1,13,1,10,10,1,0,0,1,0,18,0,"Graduate",0
"2858",1,1,14,1,1,1,1,1,1,1,0,0,0,1,0,19,0,"Dropout",1
"2859",1,12,8,1,1,1,1,1,5,11,0,0,1,1,0,24,0,"Dropout",1
"2860",1,1,10,1,1,1,1,1,4,4,0,0,0,1,0,20,0,"Graduate",0
"2861",1,1,2,1,1,1,22,27,10,10,1,0,0,1,0,21,0,"Dropout",1
"2862",2,14,17,0,1,1,22,27,10,10,1,0,0,1,0,32,0,"Dropout",1
"2863",2,12,17,0,12,1,23,28,8,9,0,0,0,1,0,39,0,"Dropout",1
"2864",1,4,7,1,3,1,22,27,10,10,0,0,0,1,0,33,0,"Dropout",1
"2865",1,8,14,1,1,1,22,28,6,9,0,0,0,1,1,20,0,"Graduate",0
"2866",1,1,4,1,1,1,23,14,10,8,0,0,0,1,0,19,0,"Graduate",0
"2867",2,12,17,0,1,1,22,27,6,9,0,0,0,1,0,43,0,"Dropout",1
"2868",2,14,17,0,1,1,22,27,8,9,0,0,0,1,0,49,0,"Dropout",1
"2869",1,1,15,1,1,1,23,28,6,8,1,0,0,1,1,18,0,"Graduate",0
"2870",1,1,9,1,1,1,1,14,10,10,1,0,0,1,1,19,0,"Dropout",1
"2871",1,12,5,1,1,1,22,27,10,11,0,0,1,1,1,45,0,"Dropout",1
"2872",1,6,14,1,1,1,22,10,10,10,1,0,0,1,0,19,0,"Graduate",0
"2873",1,15,4,1,14,1,1,3,10,7,0,0,0,1,1,21,0,"Graduate",0
"2874",1,1,14,1,1,1,1,1,6,10,0,0,0,1,1,18,0,"Graduate",0
"2875",1,8,9,1,1,1,22,27,6,8,0,0,0,1,0,18,0,"Dropout",1
"2876",1,8,11,1,1,1,22,27,6,2,0,0,0,1,0,29,0,"Dropout",1
"2877",1,1,14,1,1,1,1,1,5,10,0,0,0,1,0,19,0,"Graduate",0
"2878",1,15,5,1,14,1,1,1,10,10,0,0,0,1,1,22,0,"Graduate",0
"2879",1,8,12,1,1,1,1,1,5,4,1,0,0,1,1,18,0,"Dropout",1
"2880",1,1,2,1,1,1,13,14,2,2,1,0,0,1,0,20,0,"Dropout",1
"2881",4,12,14,1,12,1,22,27,10,8,0,0,1,1,1,29,0,"Dropout",1
"2882",1,12,14,1,1,1,9,9,12,5,1,0,0,1,0,29,0,"Dropout",1
"2883",1,8,2,1,1,1,3,10,3,10,1,0,1,1,0,19,0,"Dropout",1
"2884",1,1,7,1,1,1,23,28,10,10,1,0,0,1,0,18,0,"Dropout",1
"2885",2,13,11,1,1,1,2,2,19,17,1,0,0,1,0,22,0,"Dropout",1
"2886",1,14,17,0,1,1,22,27,10,10,1,0,1,1,0,34,0,"Dropout",1
"2887",1,14,17,0,4,1,3,3,3,2,0,0,0,1,0,26,0,"Graduate",0
"2888",1,8,2,1,1,1,22,27,8,10,1,0,0,1,0,24,0,"Dropout",1
"2889",1,1,14,1,1,1,1,1,10,9,1,0,0,1,1,17,0,"Graduate",0
"2890",1,15,4,1,14,1,13,28,7,8,1,0,0,1,0,19,0,"Graduate",0
"2891",2,12,4,1,1,1,1,3,5,3,0,0,1,1,0,49,0,"Dropout",1
"2892",1,14,12,1,1,1,2,4,5,6,0,0,0,1,0,23,0,"Dropout",1
"2893",1,9,7,1,1,1,1,14,10,9,1,0,0,1,0,18,0,"Dropout",1
"2894",1,1,14,1,1,1,3,1,3,4,1,0,0,1,0,19,0,"Graduate",0
"2895",1,1,9,1,1,1,1,28,5,8,1,0,0,1,0,18,0,"Graduate",0
"2896",2,12,11,1,12,1,19,24,1,1,0,0,1,1,0,45,0,"Dropout",1
"2897",1,12,17,0,1,1,19,24,1,1,1,0,0,1,0,30,0,"Dropout",1
"2898",1,16,17,0,14,1,1,4,5,11,0,0,0,1,0,28,0,"Dropout",1
"2899",1,12,17,0,1,1,22,27,10,10,0,0,0,1,0,40,0,"Dropout",1
"2900",1,12,9,1,12,1,23,14,5,11,0,0,0,1,0,32,0,"Dropout",1
"2901",1,8,11,1,1,1,13,27,6,6,1,0,0,1,0,19,0,"Dropout",1
"2902",1,1,5,1,1,1,1,14,4,10,1,0,0,1,0,20,0,"Graduate",0
"2903",1,8,7,1,1,1,1,3,5,3,0,0,0,1,0,18,0,"Dropout",1
"2904",1,8,14,1,1,1,23,27,10,10,0,0,0,1,0,20,0,"Dropout",1
"2905",1,8,12,1,1,1,13,27,5,10,1,0,0,1,1,18,0,"Graduate",0
"2906",1,8,12,1,1,1,13,28,10,7,1,0,0,1,1,18,0,"Graduate",0
"2907",2,14,8,1,7,1,19,24,1,1,0,0,0,1,0,28,0,"Dropout",1
"2908",1,12,14,1,1,1,22,27,10,10,1,0,0,1,0,31,0,"Dropout",1
"2909",1,1,12,1,1,1,2,14,4,10,0,0,0,1,0,23,0,"Graduate",0
"2910",1,12,10,1,12,1,22,27,10,10,0,0,1,1,0,33,0,"Dropout",1
"2911",1,14,9,1,1,1,22,27,6,4,0,0,0,1,0,22,0,"Dropout",1
"2912",1,15,7,1,14,1,13,27,10,10,1,0,1,1,0,20,0,"Dropout",1
"2913",1,15,6,1,14,1,23,28,5,2,1,0,0,1,0,20,0,"Graduate",0
"2914",1,12,4,1,1,1,1,1,10,5,0,0,0,1,0,25,0,"Dropout",1
"2915",1,1,14,1,1,1,2,1,3,5,1,0,0,1,0,20,0,"Graduate",0
"2916",1,8,15,1,1,1,1,27,6,6,1,0,0,1,0,19,0,"Graduate",0
"2917",1,12,8,1,12,1,19,24,13,13,0,0,0,1,0,31,0,"Dropout",1
"2918",1,15,7,1,14,1,3,28,3,4,0,0,1,1,0,24,0,"Dropout",1
"2919",1,15,7,1,14,1,13,3,4,5,0,0,1,1,0,23,0,"Dropout",1
"2920",2,12,17,0,1,1,1,3,2,3,0,0,0,1,1,26,0,"Dropout",1
"2921",2,14,5,1,2,1,22,27,7,7,1,0,0,1,0,38,0,"Graduate",0
"2922",1,1,7,1,1,1,13,14,8,4,1,0,0,1,1,20,0,"Graduate",0
"2923",1,8,7,1,1,1,1,14,10,10,1,0,0,1,0,20,0,"Graduate",0
"2924",1,12,6,1,12,1,3,1,3,6,0,0,0,1,0,25,0,"Dropout",1
"2925",1,8,5,1,1,1,1,14,22,29,1,0,0,1,0,19,0,"Graduate",0
"2926",1,8,7,1,1,1,1,28,5,6,0,0,0,1,0,18,0,"Graduate",0
"2927",1,14,17,0,9,1,10,10,10,10,0,0,0,1,0,28,0,"Dropout",1
"2928",1,1,11,1,1,1,1,28,10,10,1,0,0,1,1,20,0,"Graduate",0
"2929",1,1,8,1,1,1,4,3,4,4,0,0,0,1,0,18,0,"Graduate",0
"2930",1,8,9,1,1,1,1,1,4,4,1,0,0,1,0,19,0,"Graduate",0
"2931",1,13,12,1,1,1,13,14,10,10,0,0,1,1,0,24,0,"Dropout",1
"2932",1,8,6,1,1,1,1,3,6,6,1,0,0,1,0,21,0,"Dropout",1
"2933",1,1,14,1,1,1,3,27,5,8,0,0,0,1,1,20,0,"Graduate",0
"2934",1,15,4,1,14,1,13,1,10,9,1,0,0,1,0,21,0,"Graduate",0
"2935",2,1,13,1,1,1,13,14,31,29,0,0,1,1,0,24,0,"Graduate",0
"2936",1,12,17,0,1,1,23,27,10,10,0,0,0,1,0,27,0,"Dropout",1
"2937",1,12,3,0,1,1,3,14,5,8,0,0,0,1,0,39,0,"Graduate",0
"2938",1,12,1,1,1,1,13,27,10,10,0,0,0,1,0,25,0,"Dropout",1
"2939",1,4,2,1,3,1,1,2,10,3,0,0,0,1,0,18,0,"Dropout",1
"2940",1,14,5,1,1,1,1,2,10,3,0,0,0,1,0,19,0,"Graduate",0
"2941",1,9,15,1,1,1,23,27,10,9,0,0,0,1,1,21,0,"Graduate",0
"2942",1,4,17,0,15,1,1,3,5,3,0,0,0,1,0,27,0,"Dropout",1
"2943",1,4,14,1,3,1,16,27,4,4,1,0,0,1,0,27,0,"Dropout",1
"2944",1,1,15,1,1,1,13,28,9,4,1,0,1,1,0,18,0,"Dropout",1
"2945",1,15,4,1,14,1,13,28,10,11,0,0,0,1,0,19,0,"Dropout",1
"2946",1,7,10,1,1,1,13,28,5,6,1,0,0,0,0,18,0,"Graduate",0
"2947",1,7,15,1,1,1,22,27,10,4,1,0,0,0,1,18,0,"Graduate",0
"2948",1,14,9,1,1,1,4,14,3,2,0,0,0,0,0,23,0,"Dropout",1
"2949",1,9,2,1,1,1,1,4,10,6,1,0,1,1,0,20,0,"Dropout",1
"2950",1,8,15,1,1,1,2,1,4,4,1,0,0,1,0,18,0,"Graduate",0
"2951",1,1,15,1,1,1,13,14,10,8,1,0,0,1,0,18,0,"Graduate",0
"2952",1,8,15,1,1,1,13,1,10,10,1,0,0,1,0,20,0,"Graduate",0
"2953",1,1,15,1,1,1,3,1,3,5,1,0,0,1,0,20,0,"Graduate",0
"2954",1,15,5,1,14,1,1,1,5,5,0,0,0,1,0,21,0,"Dropout",1
"2955",1,8,7,1,1,1,13,1,6,5,1,0,0,1,0,20,0,"Dropout",1
"2956",1,8,14,1,1,1,1,1,5,5,1,0,0,1,0,20,0,"Graduate",0
"2957",1,15,6,1,14,1,13,27,6,8,1,0,0,1,0,19,0,"Dropout",1
"2958",1,1,7,1,1,1,1,10,4,4,1,0,0,1,0,19,0,"Dropout",1
"2959",1,8,14,1,1,1,13,1,6,5,0,0,1,1,0,18,0,"Dropout",1
"2960",1,1,10,1,1,1,13,28,10,8,1,0,1,0,0,18,0,"Dropout",1
"2961",1,8,15,1,1,1,1,1,8,8,1,0,0,0,0,18,0,"Graduate",0
"2962",1,8,10,1,1,1,13,27,10,10,1,0,0,0,1,21,0,"Graduate",0
"2963",1,6,6,1,1,14,22,27,10,10,0,0,0,0,0,18,1,"Dropout",1
"2964",1,1,12,1,1,1,1,14,4,4,1,0,0,0,1,18,0,"Graduate",0
"2965",1,1,10,1,1,1,13,27,10,10,1,0,0,0,1,18,0,"Graduate",0
"2966",1,9,3,0,1,1,3,14,3,5,1,0,0,0,0,23,0,"Dropout",1
"2967",1,1,9,1,1,1,3,14,3,5,1,0,0,0,0,21,0,"Graduate",0
"2968",1,8,3,0,1,1,19,24,1,1,1,0,0,0,0,26,0,"Dropout",1
"2969",1,1,2,1,1,1,3,27,10,10,1,0,0,0,0,18,0,"Dropout",1
"2970",1,1,14,1,1,1,13,14,10,9,0,0,0,0,1,19,0,"Graduate",0
"2971",1,1,12,1,1,1,13,1,10,4,1,0,0,0,1,20,0,"Graduate",0
"2972",1,1,15,1,1,1,23,14,8,8,1,0,1,0,0,19,0,"Dropout",1
"2973",1,12,11,1,1,1,22,27,5,7,0,0,0,0,0,33,0,"Graduate",0
"2974",1,1,6,1,1,1,3,28,5,7,0,0,0,0,0,18,0,"Graduate",0
"2975",1,13,12,1,6,1,22,1,10,5,0,0,0,0,0,21,0,"Graduate",0
"2976",1,1,15,1,1,1,3,14,3,4,1,0,0,0,0,19,0,"Graduate",0
"2977",2,1,12,1,1,1,23,28,6,6,1,0,0,0,0,18,0,"Graduate",0
"2978",1,1,14,1,1,1,1,14,5,5,0,0,0,0,1,18,0,"Graduate",0
"2979",1,1,15,1,1,1,13,28,5,5,1,0,0,0,1,20,0,"Graduate",0
"2980",1,1,11,1,1,1,22,27,7,7,1,0,0,0,0,20,0,"Dropout",1
"2981",1,8,3,0,1,1,13,1,2,2,0,0,0,0,1,20,0,"Graduate",0
"2982",1,8,6,1,1,1,1,27,5,10,1,0,0,0,1,19,0,"Graduate",0
"2983",1,1,10,1,1,1,23,27,9,9,1,0,0,0,1,19,0,"Graduate",0
"2984",1,8,10,1,1,1,26,1,3,4,1,0,0,0,0,21,0,"Graduate",0
"2985",1,8,10,1,1,1,22,27,9,7,0,0,0,0,0,21,0,"Dropout",1
"2986",1,1,12,1,1,1,13,28,6,6,1,0,0,0,0,18,0,"Graduate",0
"2987",5,12,16,1,12,1,22,27,10,9,0,0,0,0,0,27,0,"Dropout",1
"2988",1,14,5,1,1,1,1,28,4,10,1,0,0,0,1,20,0,"Graduate",0
"2989",1,8,13,1,1,1,23,27,10,10,1,0,0,0,1,18,0,"Graduate",0
"2990",1,1,15,1,1,1,1,14,5,11,1,0,0,0,0,18,0,"Graduate",0
"2991",1,15,10,1,14,1,1,1,4,6,0,0,0,0,1,20,0,"Graduate",0
"2992",1,1,6,1,1,1,1,14,5,11,1,0,0,0,1,19,0,"Graduate",0
"2993",1,1,12,1,1,1,22,3,10,3,1,0,0,0,0,20,0,"Graduate",0
"2994",1,1,17,0,1,1,13,27,6,9,0,0,0,0,1,20,0,"Graduate",0
"2995",1,1,10,1,1,1,13,1,8,11,1,0,1,0,0,19,0,"Dropout",1
"2996",1,1,15,1,1,1,3,3,15,20,0,0,0,0,0,18,0,"Graduate",0
"2997",1,1,6,1,1,1,23,28,10,11,1,0,0,0,0,18,0,"Graduate",0
"2998",1,8,12,1,1,1,23,27,10,9,1,0,0,0,1,19,0,"Graduate",0
"2999",1,1,12,1,1,1,10,27,6,10,1,0,0,0,0,19,0,"Dropout",1
"3000",2,13,5,1,1,1,22,17,1,5,0,0,0,1,0,47,0,"Dropout",1
"3001",1,13,9,1,1,1,19,24,13,13,1,0,0,1,0,23,0,"Dropout",1
"3002",1,1,10,1,1,14,13,14,10,10,1,0,1,0,1,19,1,"Graduate",0
"3003",1,13,12,1,1,1,3,3,3,3,1,0,0,0,0,20,0,"Graduate",0
"3004",1,1,2,1,1,1,1,3,5,5,1,0,0,0,1,19,0,"Graduate",0
"3005",1,8,6,1,1,6,22,27,10,10,1,0,0,0,0,19,1,"Graduate",0
"3006",1,15,6,1,14,1,13,27,5,8,1,0,0,0,0,19,0,"Graduate",0
"3007",1,12,3,0,12,1,13,14,22,27,0,0,1,0,1,39,0,"Graduate",0
"3008",1,1,5,1,1,1,1,1,4,6,1,0,0,0,1,20,0,"Graduate",0
"3009",1,8,5,1,1,1,23,14,10,4,1,0,0,0,0,21,0,"Graduate",0
"3010",1,14,10,1,1,10,22,14,10,8,1,0,1,0,0,22,1,"Graduate",0
"3011",1,1,15,1,1,1,13,28,6,1,1,0,0,0,0,19,0,"Dropout",1
"3012",1,8,14,1,1,1,1,14,20,18,1,0,0,0,0,22,0,"Graduate",0
"3013",1,3,16,1,1,1,13,14,4,4,1,0,0,0,1,19,0,"Graduate",0
"3014",1,1,2,1,1,1,22,28,10,10,1,0,1,1,0,18,0,"Dropout",1
"3015",1,12,17,0,1,1,22,27,10,10,0,0,0,1,0,36,0,"Dropout",1
"3016",1,9,2,1,1,1,13,2,6,6,1,0,1,1,1,20,0,"Graduate",0
"3017",2,12,9,1,1,1,22,27,10,8,0,0,0,1,0,30,0,"Dropout",1
"3018",1,14,4,1,1,1,1,1,5,11,0,0,0,1,0,24,0,"Dropout",1
"3019",1,1,9,1,1,1,19,24,1,1,0,0,0,1,0,26,0,"Dropout",1
"3020",1,1,9,1,1,1,13,28,10,8,0,0,0,1,0,19,0,"Dropout",1
"3021",5,12,10,1,1,1,13,28,10,11,0,0,0,1,0,34,0,"Graduate",0
"3022",1,8,9,1,1,1,13,1,10,5,1,0,0,1,0,19,0,"Graduate",0
"3023",1,8,7,1,1,1,13,1,5,6,1,0,1,1,0,26,0,"Dropout",1
"3024",1,12,14,1,1,1,23,27,8,8,0,0,0,1,0,29,0,"Dropout",1
"3025",1,8,7,1,1,1,13,27,10,8,1,0,0,1,1,19,0,"Dropout",1
"3026",1,8,2,1,1,1,1,1,10,10,1,0,0,1,0,18,0,"Dropout",1
"3027",1,12,17,0,12,1,13,27,10,10,0,0,0,1,0,29,0,"Dropout",1
"3028",1,14,11,1,1,1,22,27,10,10,0,0,0,1,0,21,0,"Graduate",0
"3029",1,1,12,1,1,1,23,28,6,11,0,0,0,1,0,20,0,"Graduate",0
"3030",1,1,6,1,1,1,3,1,3,6,0,0,0,1,0,18,0,"Dropout",1
"3031",1,1,9,1,1,1,1,1,5,3,1,0,0,1,0,20,0,"Dropout",1
"3032",1,12,7,1,1,1,22,27,10,10,0,0,0,1,1,30,0,"Dropout",1
"3033",1,9,14,1,1,1,22,28,5,2,1,0,0,1,0,19,0,"Graduate",0
"3034",1,16,9,1,1,1,1,14,10,7,1,0,0,1,0,30,0,"Dropout",1
"3035",1,1,9,1,1,1,23,1,6,6,1,0,0,1,1,22,0,"Graduate",0
"3036",1,8,2,1,1,1,22,27,6,11,1,0,0,1,0,22,0,"Graduate",0
"3037",1,8,5,1,1,1,1,1,10,11,1,0,1,1,0,19,0,"Dropout",1
"3038",1,8,14,1,1,1,1,14,6,4,1,0,0,1,0,21,0,"Dropout",1
"3039",1,8,6,1,1,1,23,28,23,30,0,0,0,1,0,21,0,"Graduate",0
"3040",1,15,2,1,14,1,13,28,10,10,1,0,1,1,1,21,0,"Dropout",1
"3041",1,12,9,1,1,1,1,14,5,8,0,0,0,1,0,27,0,"Dropout",1
"3042",1,14,1,1,1,1,22,27,2,2,1,0,0,1,0,32,0,"Dropout",1
"3043",1,12,14,1,9,1,22,1,10,4,0,0,1,1,0,40,0,"Dropout",1
"3044",1,15,8,1,14,1,4,4,3,11,1,0,0,1,0,20,0,"Dropout",1
"3045",1,1,2,1,1,1,22,27,10,10,1,0,0,1,0,18,0,"Graduate",0
"3046",1,14,9,1,1,1,1,28,2,8,0,0,0,1,0,21,0,"Dropout",1
"3047",1,8,14,1,1,1,13,27,6,9,0,0,0,1,0,18,0,"Dropout",1
"3048",5,4,5,1,3,1,22,27,8,8,0,0,0,1,0,30,0,"Dropout",1
"3049",1,12,4,1,9,1,13,1,10,2,0,0,0,1,0,29,0,"Dropout",1
"3050",1,8,7,1,1,1,1,1,5,5,1,0,1,1,0,18,0,"Dropout",1
"3051",1,1,14,1,1,1,1,1,10,10,1,0,0,1,1,18,0,"Dropout",1
"3052",1,15,4,1,14,1,1,1,4,11,0,0,0,1,0,22,0,"Dropout",1
"3053",1,14,17,0,1,1,22,27,6,6,1,0,0,1,0,27,0,"Dropout",1
"3054",1,8,14,1,1,1,23,1,10,8,1,0,0,1,0,20,0,"Graduate",0
"3055",1,16,3,0,2,1,13,28,10,11,0,0,0,1,0,42,0,"Graduate",0
"3056",1,1,4,1,1,1,23,28,5,9,0,0,1,1,0,21,0,"Graduate",0
"3057",1,14,12,1,1,1,1,28,8,8,0,1,0,1,0,23,0,"Graduate",0
"3058",1,16,5,1,1,1,23,28,10,10,1,0,0,1,0,21,0,"Dropout",1
"3059",1,1,2,1,1,1,4,3,2,2,1,0,0,1,0,19,0,"Graduate",0
"3060",2,12,10,1,1,1,22,27,8,8,0,0,0,1,1,40,0,"Dropout",1
"3061",1,14,9,1,1,1,13,1,10,6,0,0,0,1,0,22,0,"Dropout",1
"3062",1,1,12,1,1,1,23,27,10,10,1,0,0,1,0,19,0,"Graduate",0
"3063",1,8,7,1,1,1,3,1,10,4,1,0,0,1,0,18,0,"Graduate",0
"3064",1,8,7,1,1,1,22,27,10,8,0,0,0,1,0,18,0,"Dropout",1
"3065",1,16,14,1,1,1,3,1,4,11,0,0,0,1,0,24,0,"Dropout",1
"3066",1,8,14,1,1,1,13,28,8,10,1,0,0,0,1,19,0,"Graduate",0
"3067",1,8,16,1,1,1,10,1,5,1,1,0,0,0,0,18,0,"Dropout",1
"3068",1,1,2,1,1,1,3,1,5,4,1,0,0,0,0,19,0,"Graduate",0
"3069",1,1,12,1,1,1,1,1,5,5,1,0,0,0,1,19,0,"Graduate",0
"3070",1,14,8,1,1,1,24,3,4,3,1,0,0,0,0,21,0,"Graduate",0
"3071",1,1,12,1,1,1,1,14,5,6,1,0,1,0,0,18,0,"Dropout",1
"3072",1,1,5,1,1,1,3,14,2,6,1,0,0,0,0,19,0,"Graduate",0
"3073",1,8,12,1,1,1,23,28,8,8,1,0,0,0,0,19,0,"Graduate",0
"3074",1,1,5,1,1,1,3,1,3,11,1,0,0,0,0,20,0,"Graduate",0
"3075",1,1,15,1,1,1,1,1,10,5,1,0,0,0,0,18,0,"Graduate",0
"3076",1,14,12,1,6,1,22,27,10,10,1,0,0,0,0,20,0,"Graduate",0
"3077",1,12,6,1,12,1,13,27,8,12,0,0,0,0,0,26,0,"Dropout",1
"3078",1,9,12,1,1,1,3,1,4,5,1,0,0,0,0,18,0,"Dropout",1
"3079",1,12,3,0,1,1,22,27,10,10,0,0,0,0,0,58,0,"Graduate",0
"3080",1,1,12,1,1,1,1,3,5,4,0,0,0,0,0,18,0,"Graduate",0
"3081",1,8,17,0,1,1,23,27,7,8,0,0,0,0,0,20,0,"Dropout",1
"3082",1,2,9,1,1,1,22,27,10,10,1,0,0,0,0,29,0,"Graduate",0
"3083",1,4,10,1,3,1,1,1,5,11,0,0,1,0,0,27,0,"Dropout",1
"3084",1,1,6,1,1,1,13,28,6,8,1,0,0,0,1,21,0,"Graduate",0
"3085",1,1,10,1,1,1,1,14,5,10,0,0,0,0,1,20,0,"Graduate",0
"3086",1,8,10,1,1,1,13,28,4,8,0,0,0,0,1,19,0,"Graduate",0
"3087",1,1,12,1,1,1,22,28,7,7,1,0,0,0,1,22,0,"Graduate",0
"3088",1,9,5,1,1,1,23,27,10,8,1,0,0,0,1,19,0,"Graduate",0
"3089",1,8,15,1,1,1,22,1,10,9,1,0,1,0,0,19,0,"Dropout",1
"3090",1,1,15,1,1,1,1,1,5,5,1,0,0,0,1,18,0,"Dropout",1
"3091",1,15,8,1,14,1,1,14,5,9,0,0,0,0,0,19,0,"Dropout",1
"3092",1,15,4,1,14,1,1,1,5,4,1,0,0,0,0,20,0,"Graduate",0
"3093",1,1,10,1,1,1,1,28,10,8,1,0,0,0,1,19,0,"Graduate",0
"3094",1,12,6,1,12,1,22,27,10,10,1,0,1,0,1,26,0,"Dropout",1
"3095",1,1,10,1,1,1,1,14,5,8,1,0,0,0,1,18,0,"Graduate",0
"3096",1,1,6,1,1,1,22,27,5,10,1,0,1,0,0,29,0,"Dropout",1
"3097",1,15,4,1,14,1,3,1,3,7,1,0,0,0,0,20,0,"Graduate",0
"3098",1,1,5,1,1,1,13,2,8,4,1,0,0,0,0,19,0,"Graduate",0
"3099",1,9,12,1,1,1,3,3,2,2,1,0,0,0,0,18,0,"Graduate",0
"3100",1,1,5,1,1,1,1,28,5,8,1,0,0,0,1,19,0,"Graduate",0
"3101",1,8,16,1,1,1,1,14,6,6,1,0,0,0,0,18,0,"Graduate",0
"3102",1,4,3,0,15,1,22,14,10,4,0,0,0,0,0,36,0,"Dropout",1
"3103",1,8,2,1,1,14,1,1,3,4,1,0,0,1,0,20,1,"Dropout",1
"3104",1,1,10,1,1,1,23,28,10,9,1,0,0,1,0,18,0,"Dropout",1
"3105",1,8,10,1,1,1,1,34,5,3,1,0,1,1,0,20,0,"Dropout",1
"3106",1,1,12,1,1,1,13,14,5,8,1,0,0,1,0,18,0,"Graduate",0
"3107",1,15,8,1,14,1,3,1,4,7,1,0,1,1,0,20,0,"Dropout",1
"3108",1,9,7,1,1,1,13,1,12,4,1,0,1,1,0,24,0,"Dropout",1
"3109",1,8,15,1,1,1,13,28,6,8,1,0,0,1,0,19,0,"Dropout",1
"3110",1,8,7,1,1,1,13,14,8,10,1,0,0,1,0,18,0,"Dropout",1
"3111",1,1,7,1,1,1,4,28,3,8,1,0,0,1,0,18,0,"Graduate",0
"3112",1,1,11,1,1,1,1,14,5,5,0,0,0,1,0,18,0,"Graduate",0
"3113",1,14,14,1,1,1,3,14,2,8,1,0,0,1,0,22,0,"Dropout",1
"3114",1,1,14,1,1,1,13,28,10,10,0,0,0,1,0,19,0,"Graduate",0
"3115",2,12,6,1,9,1,1,29,6,4,1,0,1,0,0,32,0,"Dropout",1
"3116",1,8,16,1,1,1,19,14,1,4,1,0,0,0,1,21,0,"Dropout",1
"3117",1,9,12,1,1,1,22,27,7,7,1,0,0,0,1,19,0,"Graduate",0
"3118",4,14,3,0,1,1,23,27,10,10,0,0,0,0,1,39,0,"Graduate",0
"3119",1,14,3,0,8,1,19,24,1,1,1,0,0,0,0,30,0,"Graduate",0
"3120",1,1,9,1,1,1,1,14,6,6,1,0,0,0,0,18,0,"Dropout",1
"3121",2,14,17,0,1,1,22,27,10,10,1,0,0,0,0,38,0,"Dropout",1
"3122",1,1,5,1,1,1,19,27,6,8,1,0,0,0,0,20,0,"Graduate",0
"3123",1,12,3,0,12,1,19,24,1,1,0,0,0,0,0,55,0,"Graduate",0
"3124",4,11,5,1,2,1,19,24,1,1,0,0,0,0,0,53,0,"Dropout",1
"3125",2,12,3,0,1,1,19,24,1,1,0,0,0,0,0,54,0,"Dropout",1
"3126",1,12,3,0,1,1,22,27,10,9,0,0,1,0,0,44,0,"Dropout",1
"3127",1,14,10,1,1,1,22,27,10,7,1,0,0,0,0,28,0,"Graduate",0
"3128",1,4,3,0,17,1,13,14,10,5,0,0,0,0,0,37,0,"Graduate",0
"3129",1,14,10,1,1,1,11,12,12,12,1,0,0,0,0,20,0,"Graduate",0
"3130",1,1,10,1,1,1,13,14,10,10,1,0,0,1,0,19,0,"Dropout",1
"3131",1,8,4,1,1,1,23,27,6,10,1,0,0,1,1,23,0,"Graduate",0
"3132",1,8,10,1,1,1,13,27,7,7,0,0,0,1,0,22,0,"Dropout",1
"3133",1,12,11,1,1,1,3,14,4,6,0,0,0,1,0,24,0,"Dropout",1
"3134",1,12,4,1,1,1,1,28,6,7,0,0,0,1,0,26,0,"Dropout",1
"3135",1,8,15,1,1,1,22,27,6,6,1,0,0,1,0,18,0,"Graduate",0
"3136",1,15,8,1,14,1,23,14,10,10,0,0,0,1,0,24,0,"Dropout",1
"3137",1,1,2,1,1,1,1,28,8,9,1,0,0,1,0,26,0,"Dropout",1
"3138",1,12,11,1,12,1,22,27,10,5,0,0,0,1,0,27,0,"Dropout",1
"3139",1,15,4,1,14,1,22,27,10,7,1,0,0,1,1,20,0,"Graduate",0
"3140",1,1,7,1,1,1,10,1,5,11,1,0,0,1,0,19,0,"Dropout",1
"3141",1,1,6,1,1,1,23,28,5,10,0,0,0,1,1,18,0,"Dropout",1
"3142",1,1,12,1,1,1,1,1,5,5,1,0,0,1,0,18,0,"Graduate",0
"3143",1,1,10,1,1,1,23,14,9,11,1,0,0,1,0,19,0,"Dropout",1
"3144",1,1,15,1,1,1,1,14,5,5,0,0,0,1,1,19,0,"Graduate",0
"3145",2,12,4,1,1,1,2,2,2,5,0,0,0,1,0,30,0,"Dropout",1
"3146",1,14,15,1,1,1,1,3,10,4,0,0,0,1,0,22,0,"Dropout",1
"3147",1,8,9,1,1,1,3,28,2,10,0,0,0,1,0,19,0,"Dropout",1
"3148",1,1,9,1,1,1,23,1,10,9,0,0,0,1,0,21,0,"Dropout",1
"3149",1,1,2,1,1,1,22,27,10,10,1,0,0,1,0,22,0,"Dropout",1
"3150",1,12,4,1,12,1,3,1,3,9,1,0,0,1,0,35,0,"Dropout",1
"3151",1,7,9,1,1,1,22,27,10,10,1,0,0,1,0,20,0,"Dropout",1
